Index,CountryCode,Country,CityCode,CityName,Note,Latitude,Longitude,pop1950,pop1960,pop1970,pop1980,pop1990,pop2000,pop2010,pop2015,pop2020,pop2030,pop2035
326,364,Iran (Islamic Republic of),21520,Shiraz,,29.6036,52.5388,0.127552,0.201665,0.318559,0.54902,0.934581,1.114793,1.395166,1.538573,1.651362,1.857276,1.93431
327,840,USA,22963,"Columbus, Ohio",,39.962205,-83.000186,0.441464,0.620552,0.791078,0.836256,0.94952,1.138513,1.374475,1.510226,1.64402,1.832324,1.911777
328,356,India,21376,Raipur,,21.23333,81.63333,0.087752,0.135742,0.200127,0.327189,0.453143,0.720431,1.093094,1.343744,1.642169,2.16924,2.415091
329,752,Sweden,22597,Stockholm,115,59.33258,18.0649,0.741082,0.804595,1.095847,0.991681,1.038263,1.205718,1.359972,1.495198,1.632798,1.81359,1.87334
330,368,Iraq,21536,Al-Mawsil (Mosul),,36.335,43.118889,0.144757,0.20478,0.321804,0.489305,0.735685,1.055563,1.174898,1.38426,1.629932,2.199881,2.525786
331,156,China,20451,Anshan,39,41.12361,122.99,0.455141,0.850035,0.812674,0.967125,1.233947,1.384301,1.500958,1.562006,1.629166,1.857034,1.93949
332,704,Viet Nam,23355,Can Tho,,10.03333,105.78333,0.045716,0.064891,0.0921,0.184729,0.226038,0.438554,0.850639,1.184264,1.617602,2.293746,2.540428
333,484,Mexico,206483,La Laguna,75,25.55,-103.43333,0.217113,0.296035,0.344272,0.543734,0.737496,0.890505,1.063155,1.313161,1.614854,2.013048,2.123371
334,364,Iran (Islamic Republic of),21522,Tabriz,,38.08,46.2919,0.235132,0.327052,0.465503,0.715144,1.058442,1.264234,1.468812,1.542467,1.611133,1.780865,1.854546
335,156,China,23595,Cixi,38,30.176116,121.252392,0.00316,0.008993,0.025585,0.072817,0.207178,0.675727,1.044498,1.29864,1.609221,2.047632,2.1399
336,250,France,20973,Marseille-Aix-en-Provence,,43.528414,5.443298,0.755805,0.928768,1.182048,1.372495,1.418279,1.476431,1.568017,1.587434,1.608236,1.695126,1.746402
337,554,New Zealand,21957,Auckland,80,-36.86667,174.76667,0.319177,0.440164,0.63488,0.773779,0.869681,1.110294,1.335187,1.465113,1.606564,1.791271,1.861416
338,156,China,20566,Jilin,39,43.85083,126.56028,0.393753,0.550449,0.606008,0.777151,1.090329,1.310544,1.450233,1.523386,1.603332,1.838178,1.91986
339,356,India,21286,Jamshedpur,,22.8,86.18333,0.214177,0.319273,0.445089,0.652578,0.817454,1.083854,1.322367,1.456089,1.599434,1.973706,2.196539
340,356,India,21411,Srinagar,,34.083658,74.797363,0.252719,0.294452,0.420013,0.602272,0.768592,0.972859,1.243641,1.40663,1.585774,1.989578,2.214414
341,496,Mongolia,21882,Ulaanbaatar,,47.90771,106.88324,0.069951,0.179063,0.297615,0.422651,0.571692,0.765122,1.13784,1.364512,1.584358,1.840852,1.95246
342,360,Indonesia,21479,Makassar (Ujung Pandang),,-5.144396,119.423639,0.222644,0.360572,0.418487,0.629259,0.902054,1.077288,1.335176,1.453521,1.583553,1.899725,2.049915
343,364,Iran (Islamic Republic of),21499,Karaj,,35.8355,51.0103,0.007159,0.021795,0.066904,0.238849,0.752657,1.086844,1.550944,1.598015,1.580413,1.687067,1.756515
344,156,China,20761,Yinchuan,39,38.46806,106.27306,0.059176,0.109672,0.162948,0.24213,0.383654,0.570696,1.132597,1.346828,1.579049,1.939468,2.026451
345,32,Argentina,20059,Córdoba,10,-31.4135,-64.18105,0.429249,0.605309,0.809794,1.009521,1.200168,1.347561,1.459268,1.514241,1.571944,1.715096,1.785143
346,410,Republic of Korea,21764,Daejon,100,36.32139,127.41972,0.131475,0.223946,0.400397,0.640557,1.03227,1.353803,1.497504,1.535904,1.565656,1.609809,1.629284
347,156,China,20646,Qiqihaer,38,47.34083,123.96722,0.313438,0.430507,0.59125,0.812082,1.115298,1.187642,1.358354,1.454523,1.559581,1.809365,1.889895
348,356,India,21171,Aurangabad,,19.876619,75.34331,0.065454,0.095248,0.158913,0.302943,0.568453,0.868541,1.170324,1.353181,1.558412,1.982061,2.206219
349,512,Oman,21922,Masqat (Muscat),91,23.61387,58.5922,0.0088,0.013792,0.040648,0.119832,0.353166,0.563802,0.72127,1.180439,1.549729,1.838212,1.939088
350,156,China,20757,Yichang,39,30.71444,111.28472,0.05869,0.103779,0.183479,0.324437,0.492286,0.69155,1.035118,1.267841,1.548423,1.952099,2.039954
351,124,Canada,20370,Calgary,31,51.044072,-114.059314,0.132073,0.262078,0.38886,0.567917,0.73799,0.927453,1.190362,1.360316,1.547484,1.778734,1.856402
352,360,Indonesia,205695,Batam,,1.119078,104.031275,0.046962,0.053988,0.062062,0.071346,0.082017,0.414974,0.925969,1.199309,1.546064,2.065114,2.229753
353,156,China,20736,Xining,39,36.61667,101.76667,0.070186,0.184191,0.321435,0.427437,0.592115,0.844338,1.141814,1.326613,1.539437,1.87844,1.962612
354,276,Germany,204371,München (Munich),,48.137076,11.573377,0.830977,1.060227,1.293638,1.298688,1.217773,1.202366,1.352761,1.439859,1.538302,1.610427,1.625246
355,158,Taiwan,895000150,Gaoxiong,,22.625962,120.31546,0.286893,0.423053,0.623767,0.919808,1.356204,1.488415,1.514337,1.525211,1.53764,1.601517,1.627224
356,156,China,20644,Qinhuangdao,39,39.93167,119.58833,0.095,0.129194,0.175681,0.238915,0.381187,0.744108,1.075533,1.286354,1.535223,1.907181,1.992846
357,32,Argentina,20075,Rosario,15,-32.94682,-60.63932,0.554483,0.671349,0.81623,0.953491,1.083819,1.152387,1.320626,1.422998,1.532128,1.711036,1.781154
358,716,Zimbabwe,22513,Harare,,-17.82935,31.05389,0.142652,0.247978,0.416547,0.616327,1.047467,1.379266,1.474557,1.499723,1.52992,1.844741,2.141738
359,156,China,20533,Hengyang,38,26.884064,112.62509,0.09744,0.146936,0.221547,0.334083,0.503725,0.792651,1.103434,1.299163,1.527107,1.878766,1.963045
360,410,Republic of Korea,21750,Gwangju,100,35.146111,126.918611,0.173981,0.307043,0.487402,0.718651,1.121507,1.343149,1.471473,1.501037,1.521506,1.558791,1.577615
361,484,Mexico,21830,Ciudad Juárez,,31.73333,-106.48333,0.123173,0.252909,0.412217,0.546072,0.808727,1.222793,1.333603,1.423165,1.519214,1.730337,1.824221
362,430,Liberia,21779,Monrovia,,6.30054,-10.7969,0.03515,0.075057,0.164121,0.324785,1.041858,0.835532,1.055952,1.269832,1.517235,2.120103,2.491203
363,643,Russian Federation,22248,Yekaterinburg,,56.8575,60.6125,0.628428,0.807623,1.034683,1.231232,1.349597,1.303297,1.347692,1.429193,1.503812,1.545661,1.54899
364,356,India,21420,Tiruppur,,11.11541,77.35456,0.058745,0.094874,0.146328,0.210764,0.299189,0.570514,0.932916,1.185629,1.496389,2.017754,2.246702
365,156,China,20572,"Jining, Shandong",39,35.414595,116.584704,0.071536,0.133229,0.248082,0.462026,0.87117,1.112289,1.290574,1.387847,1.494249,1.738148,1.815536
366,682,Saudi Arabia,22427,Al-Madinah (Medina),,24.463501,39.611106,0.051,0.058081,0.129054,0.284238,0.529171,0.794831,1.106293,1.298574,1.488782,1.743691,1.847924
367,76,Brazil,20286,Grande São Luís,,-2.538539,-44.283186,0.119785,0.157559,0.263164,0.445442,0.67239,1.064231,1.328618,1.409882,1.485763,1.604144,1.648971
368,784,United Arab Emirates,22632,Abu Zaby (Abu Dhabi),,24.464778,54.361781,0.004,0.015966,0.062487,0.229255,0.330844,0.504964,0.912318,1.202756,1.482816,1.738588,1.84958
369,840,USA,23084,Virginia Beach,,36.834498,-76.087179,0.39112,0.721293,0.929858,1.06881,1.286411,1.395546,1.440812,1.463996,1.477248,1.568598,1.636161
370,356,India,21289,Jodhpur,,26.239232,73.015787,0.176508,0.221527,0.309541,0.490766,0.654214,0.846291,1.117321,1.28485,1.4719,1.865709,2.076669
371,124,Canada,20373,Edmonton,31,53.543409,-113.503721,0.163473,0.317634,0.476845,0.62257,0.830538,0.9243,1.137346,1.292151,1.461182,1.67314,1.746159
372,156,China,20453,Anyang,39,36.094436,114.35034,0.112958,0.157872,0.220625,0.308349,0.410367,0.547749,0.89308,1.144382,1.460114,1.892882,1.978389
373,180,Democratic Republic of the Congo,20851,Kananga,,-5.89624,22.41659,0.026934,0.07282,0.131106,0.236082,0.388952,0.604068,0.938439,1.169818,1.4584,2.239861,2.727226
374,76,Brazil,20251,Natal,,-5.795,-35.20944,0.10245,0.173076,0.284867,0.469615,0.658203,0.87854,1.136132,1.291878,1.456844,1.64241,1.688726
375,356,India,21279,Jabalpur,,23.16697,79.95006,0.250822,0.358427,0.520061,0.739859,0.879483,1.082698,1.25669,1.350926,1.449787,1.762661,1.9615
376,340,Honduras,21136,Tegucigalpa,,14.0818,-87.20681,0.072532,0.128157,0.223353,0.370768,0.572376,0.751634,1.043094,1.232933,1.444085,1.850799,2.041831
377,840,USA,23110,Raleigh,,35.778897,-78.637471,0.06928,0.095067,0.153451,0.208624,0.310311,0.548181,0.895794,1.145156,1.443805,1.767344,1.844971
378,156,China,20677,Suqian,38,33.968102,118.292384,0.000758,0.002652,0.009277,0.032462,0.11355,0.397329,0.766745,1.054212,1.44006,1.950015,2.038612
379,356,India,21384,Ranchi,,23.35,85.33333,0.103108,0.137741,0.244389,0.480482,0.606617,0.844225,1.106937,1.264445,1.439195,1.816743,2.022118
380,840,USA,23067,Milwaukee,,43.0389,-87.90647,0.836277,1.15244,1.251304,1.207484,1.228288,1.310552,1.378205,1.413334,1.438923,1.53664,1.602879
381,156,China,20546,Huainan,38,32.62639,116.99694,0.252858,0.385439,0.507545,0.606267,0.724157,1.049273,1.232105,1.330286,1.437838,1.676674,1.75135
382,104,Myanmar,20333,Mandalay,,21.97473,96.08359,0.167493,0.250394,0.374287,0.49855,0.647594,0.847225,1.108313,1.267659,1.437554,1.757382,1.936483
383,156,China,20784,Zhangjiakou,38,40.81,114.87944,0.21359,0.270619,0.342852,0.434394,0.615743,0.878258,1.124768,1.270509,1.434649,1.720347,1.797256
384,356,India,21170,Asansol,,23.68333,86.98333,0.177264,0.278038,0.363753,0.607108,0.913434,1.058251,1.23084,1.328473,1.43126,1.744472,1.941286
385,804,Ukraine,22762,Kharkiv,,49.98081,36.25272,0.757769,0.968121,1.233371,1.465973,1.585849,1.484005,1.452784,1.442204,1.429004,1.404366,1.393564
386,156,China,20478,Chaozhou,39,23.66513,116.63786,0.098714,0.107789,0.126938,0.157229,0.33362,0.691239,1.232245,1.335653,1.428383,1.654388,1.728004
387,524,Nepal,21928,Kathmandu,78,27.70169,85.3206,0.104479,0.119177,0.147247,0.225143,0.397973,0.641986,0.964802,1.179009,1.423515,1.939077,2.220436
388,148,Chad,20420,N'Djaména,,12.10672,15.0444,0.024604,0.07128,0.155419,0.323593,0.476883,0.689818,0.990552,1.186761,1.422547,2.122293,2.640134
389,566,Nigeria,22013,Onitsha,89,6.14543,6.78845,0.074437,0.129192,0.195443,0.256693,0.337114,0.53312,0.868963,1.109441,1.41479,2.138441,2.535607
390,188,Costa Rica,20861,San José,49,9.927817,-84.080685,0.147731,0.229792,0.358509,0.52602,0.740667,1.032032,1.201918,1.297091,1.399629,1.594605,1.666179
391,764,Thailand,22619,Chon Buri,117,13.361125,100.988319,0.026868,0.032616,0.039561,0.047866,0.16725,0.576531,1.145548,1.279618,1.398645,1.580223,1.655683
392,688,Serbia,23241,Beograd (Belgrade),106,44.817649,20.463309,0.432028,0.638101,0.87828,1.072542,1.129699,1.256892,1.336392,1.369401,1.397939,1.422506,1.433749
393,756,Switzerland,22606,Zürich (Zurich),,47.35785,8.50296,0.493648,0.535471,0.71058,0.706766,1.005859,1.128804,1.25728,1.327026,1.395356,1.514344,1.573878
394,356,India,21160,Allahabad,,25.45,81.85,0.326964,0.423369,0.506401,0.639839,0.829958,1.027767,1.200249,1.294529,1.393723,1.697969,1.889532
395,124,Canada,20387,Ottawa-Gatineau,31,45.416598,-75.697997,0.282326,0.414858,0.58106,0.728873,0.917822,1.055418,1.218013,1.308329,1.393086,1.535056,1.601696
396,356,India,21310,Kota,,25.16645,75.856095,0.06374,0.115532,0.20413,0.346137,0.523076,0.690701,0.97837,1.167746,1.386877,1.798886,2.002553
397,356,India,21262,Gwalior,,26.22361,78.17917,0.237108,0.296254,0.397143,0.544295,0.705667,0.85485,1.085234,1.22502,1.378375,1.727238,1.922413
398,76,Brazil,20230,João Pessoa,,-7.115,-34.86306,0.117404,0.183568,0.289451,0.452869,0.795082,1.017823,1.196878,1.288649,1.378249,1.50218,1.544242
399,356,India,21164,Amritsar,,31.630953,74.875536,0.339516,0.3936,0.453268,0.604409,0.702284,0.98097,1.170649,1.271078,1.377371,1.685003,1.875148
400,368,Iraq,21530,Al-Basrah (Basra),,30.49721,47.81491,0.115708,0.204318,0.329276,0.37183,0.474193,0.758612,1.112922,1.225793,1.35221,1.750656,2.009531
401,156,China,20686,"Taizhou, Jiangsu",39,32.494536,119.902861,0.011241,0.024111,0.051703,0.110895,0.237801,0.783921,1.044565,1.18696,1.348056,1.622471,1.69504
402,208,Denmark,20894,København (Copenhagen),51,55.67594,12.56553,1.215902,1.284407,1.380022,1.096133,1.03529,1.077131,1.192357,1.270867,1.346485,1.441975,1.476988
403,484,Mexico,21863,Querétaro,,20.6,-100.38333,0.049316,0.067901,0.116017,0.217591,0.585605,0.825365,1.098876,1.213537,1.339103,1.5578,1.642522
404,156,China,20681,"Taian, Shandong",38,36.190371,117.119081,0.003655,0.011567,0.036597,0.115822,0.366443,0.909548,1.116718,1.222345,1.338828,1.574508,1.644713
405,36,Australia,206171,Adelaide,21,-34.92866,138.59863,0.429277,0.571822,0.850095,0.971834,1.081585,1.121573,1.221639,1.283805,1.336403,1.471525,1.553036
406,760,Syrian Arab Republic,22613,Hims (Homs),116,34.731809,36.718125,0.102285,0.158961,0.250729,0.387454,0.565011,0.856247,1.340604,1.241213,1.335804,1.891361,2.162671
407,156,China,20766,Yiwu,38,29.31506,120.07676,0.003137,0.007707,0.018931,0.046514,0.114258,0.560317,0.866097,1.076827,1.334356,1.697883,1.774391
408,170,Colombia,20809,Bucaramanga,,7.12539,-73.1198,0.109969,0.190121,0.32542,0.473004,0.650427,0.8517,1.074904,1.207586,1.331453,1.472977,1.521758
409,356,India,21230,Dhanbad,,23.8,86.45,0.070608,0.207898,0.432719,0.67065,0.818245,1.047691,1.187023,1.257814,1.331186,1.604135,1.785
410,792,Turkey,22705,Konya,,37.87135,32.48464,0.096698,0.180969,0.244424,0.343522,0.508456,0.734272,1.021974,1.187777,1.328136,1.535071,1.612579
411,76,Brazil,20243,Maceió,,-9.66583,-35.73528,0.123438,0.182212,0.277836,0.420383,0.660386,0.952309,1.154403,1.240096,1.323039,1.439729,1.480028
412,158,Taiwan,895000388,Taizhong,,24.141613,120.67274,0.235477,0.32252,0.441699,0.604972,0.764684,0.977911,1.139638,1.227516,1.320591,1.433667,1.457026
413,478,Mauritania,21821,Nouakchott,,18.08581,-15.9785,0.002695,0.005254,0.037725,0.191563,0.418593,0.552997,0.850682,1.057796,1.314636,1.924623,2.250783
414,620,Portugal,22168,Porto,97,41.14961,-8.61099,0.729758,0.840261,0.924383,1.103712,1.163817,1.253934,1.285345,1.298796,1.312947,1.35733,1.374807
415,410,Republic of Korea,21762,Suweon,100,37.26349,127.021385,0.073615,0.09004,0.167905,0.303435,0.62751,0.932462,1.070016,1.185641,1.311321,1.420373,1.437985
416,764,Thailand,204118,Samut Prakan,117,13.59934,100.59675,0.010288,0.022107,0.046632,0.049477,0.181964,0.656262,1.073968,1.195712,1.306937,1.476611,1.547123
417,203,Czechia,20887,Praha (Prague),,50.08804,14.42076,0.934789,1.00083,1.07623,1.178553,1.21207,1.172049,1.23353,1.269488,1.305737,1.344865,1.352374
418,246,Finland,20937,Helsinki,,60.169246,24.940216,0.365629,0.448192,0.507298,0.67385,0.871274,1.019206,1.126001,1.222294,1.304851,1.386036,1.410093
419,156,China,20707,Weihai,38,37.50167,122.11361,0.043379,0.065908,0.100126,0.152127,0.231107,0.620316,0.909965,1.090639,1.304315,1.622451,1.695339
420,68,Bolivia (Plurinational State of),20152,Cochabamba,26,-17.3895,18,0.093961,0.134921,0.193716,0.295061,0.495706,0.734909,0.985799,1.13633,1.303907,1.600425,1.736912
421,76,Brazil,20231,Joinville,,-26.30444,-48.84556,0.064273,0.115944,0.204533,0.377834,0.672812,0.924084,1.114002,1.209079,1.303141,1.427313,1.46732
422,704,Viet Nam,22456,Hai Phòng,,20.86481,106.68345,0.121563,0.180327,0.267467,0.389946,0.463236,0.598664,0.889004,1.083103,1.300088,1.697533,1.879206
423,404,Kenya,21708,Mombasa,,-4.05466,39.66359,0.093871,0.160302,0.253939,0.350076,0.47633,0.683384,0.940333,1.103065,1.295975,1.888688,2.282925
424,562,Niger,21972,Niamey,,13.51366,2.1098,0.02437,0.057548,0.129209,0.274625,0.438246,0.695999,0.953998,1.108994,1.291848,1.988002,2.600422
425,364,Iran (Islamic Republic of),21514,Qom,,34.6401,50.8764,0.082239,0.110984,0.167667,0.330463,0.643857,0.842616,1.059658,1.173837,1.287937,1.46903,1.530084
426,156,China,20789,Zhanjiang,38,21.266159,110.359639,0.152108,0.203354,0.271844,0.36343,0.485833,0.817835,1.031033,1.15186,1.286854,1.532635,1.601089
427,156,China,20509,"Fushun, Liaoning",39,41.880737,123.946698,0.636879,0.726844,0.829487,0.991234,1.288959,1.357507,1.320171,1.300085,1.285387,1.416003,1.478586
428,156,China,20515,Ganzhou,38,25.85,114.93333,0.016546,0.030873,0.057598,0.107476,0.200512,0.374147,0.744422,0.982938,1.285039,1.692014,1.768604
429,100,Bulgaria,20327,Sofia,,42.69751,23.32415,0.521938,0.708061,0.888449,1.074414,1.190742,1.128266,1.215983,1.255741,1.280968,1.278525,1.268804
430,156,China,20804,Zunyi,38,27.711309,106.936512,0.094069,0.106082,0.14214,0.213687,0.321211,0.744755,0.98657,1.12452,1.28096,1.544657,1.613763
431,840,USA,23020,"Jacksonville, Florida",,30.33218,-81.65565,0.245513,0.375842,0.531192,0.60116,0.741697,0.886439,1.070235,1.175981,1.280209,1.426875,1.488747
432,156,China,23610,Dongying,39,37.453273,118.578519,0.021504,0.044529,0.0965,0.198103,0.406603,0.705703,0.953589,1.103698,1.276028,1.55335,1.622933
433,156,China,20619,"Mianyang, Sichuan",38,31.483888,104.737019,0.073768,0.101352,0.139239,0.191305,0.29384,0.850098,1.056555,1.160728,1.275851,1.503843,1.570917
434,156,China,20581,Kaifeng,38,34.79111,114.34833,0.287821,0.327166,0.371877,0.422714,0.512932,0.614491,0.883092,1.062031,1.274287,1.58843,1.65981
435,643,Russian Federation,22266,Kazan,,55.78874,49.12214,0.514257,0.672641,0.874913,1.006945,1.092396,1.095811,1.14214,1.209896,1.272063,1.306806,1.309617
436,156,China,23706,Rizhao,38,35.40336,119.511996,0.006713,0.016558,0.040834,0.100723,0.248388,0.612689,0.89149,1.065567,1.270948,1.578263,1.649151
437,180,Democratic Republic of the Congo,20854,Kisangani,,0.51667,25.2,0.038299,0.1342,0.2351,0.291436,0.399508,0.585738,0.859008,1.040376,1.26131,1.902936,2.316753
438,156,China,20564,Jiaxing,38,30.766487,120.748231,0.072806,0.092824,0.118338,0.150875,0.209898,0.440342,0.749285,0.973894,1.259844,1.647696,1.722214
439,643,Russian Federation,22310,Nizhniy Novgorod,,56.32867,44.00205,0.796005,0.969439,1.178276,1.356739,1.42011,1.330715,1.252744,1.258984,1.257754,1.250671,1.253127
440,156,China,20623,Nanchong,39,30.79508,106.08474,0.156507,0.185693,0.205819,0.21801,0.279178,0.605473,0.879675,1.052987,1.257726,1.56326,1.633482
441,356,India,21179,Bareilly,,28.35,79.41667,0.207021,0.267961,0.321805,0.439869,0.604439,0.747715,0.968659,1.10465,1.255287,1.58296,1.761896
442,792,Turkey,22658,Antalya,,36.90812,30.69556,0.026956,0.05111,0.095072,0.185499,0.36971,0.594562,0.905952,1.083923,1.253872,1.480997,1.555969
443,710,South Africa,22499,Port Elizabeth (Nelson Mandela Bay),111,-33.91799,25.57007,0.192444,0.288546,0.477422,0.590377,0.82753,0.974265,1.106043,1.18245,1.253742,1.428546,1.526866
444,682,Saudi Arabia,22416,Ad-Dammam,,26.43442,50.10326,0.02,0.034823,0.084239,0.195932,0.408962,0.639014,0.908789,1.07975,1.252523,1.478015,1.566435
445,840,USA,23077,Nashville-Davidson,,36.160996,-86.783045,0.260779,0.348954,0.450066,0.519626,0.577145,0.754741,0.975818,1.109588,1.248729,1.421619,1.483443
446,364,Iran (Islamic Republic of),21482,Ahvaz,,31.3203,48.6693,0.085144,0.146282,0.245978,0.40964,0.68549,0.867969,1.077207,1.166102,1.24425,1.394162,1.451957
447,156,China,20671,Shiyan,38,32.644469,110.783587,0.073139,0.112534,0.17313,0.266385,0.409822,0.63057,0.886938,1.050284,1.24145,1.532763,1.601553
448,76,Brazil,20209,Florianópolis,,-27.59667,-48.54917,0.06763,0.097227,0.150102,0.325902,0.502629,0.733915,1.010091,1.123605,1.239331,1.377588,1.41632
449,372,Ireland,21542,Dublin,,53.33306,-6.24889,0.626131,0.661202,0.771083,0.903491,0.916386,0.988539,1.100238,1.162823,1.228179,1.374007,1.455004
450,643,Russian Federation,22241,Chelyabinsk,,55.15444,61.42972,0.572873,0.711124,0.881371,1.045816,1.129314,1.082398,1.128229,1.181855,1.227795,1.251731,1.254368
451,504,Morocco,21893,Fès,,34.03715,-4.9998,0.164588,0.280274,0.368961,0.510258,0.685451,0.868336,1.038793,1.127266,1.22408,1.454607,1.563865
452,484,Mexico,21866,San Luis Potosí,,22.15,-100.98333,0.165696,0.206752,0.302649,0.472241,0.663805,0.857123,1.041815,1.125855,1.216564,1.396437,1.47227
453,862,Venezuela (Bolivarian Republic of),23215,Barquisimeto,,10.07389,-69.32278,0.12684,0.236295,0.383942,0.582607,0.742491,0.946358,1.077565,1.145083,1.214362,1.35151,1.417798
454,178,Congo,20849,Pointe-Noire,,-4.77609,11.86352,0.016322,0.064425,0.116008,0.216942,0.36308,0.538874,0.816128,1.004396,1.214281,1.664447,1.936758
455,156,China,20763,Yingkou,39,40.66482,122.22833,0.120106,0.1619,0.218219,0.294155,0.458353,0.623718,0.870548,1.028956,1.214047,1.497202,1.564387
456,356,India,21158,Aligarh,,27.88333,78.08333,0.139477,0.181763,0.246555,0.315735,0.467772,0.654532,0.892677,1.041751,1.210554,1.548476,1.723655
457,356,India,21343,Mysore,,12.29791,76.63925,0.236572,0.25322,0.346867,0.469615,0.639989,0.787191,0.976695,1.088564,1.209836,1.504162,1.674055
458,356,India,21234,Durg-Bhilainagar,,21.188706,81.280592,0.019996,0.117555,0.234248,0.476141,0.68907,0.911091,1.054552,1.129385,1.207637,1.464851,1.630073
459,360,Indonesia,21467,Pekan Baru,,0.53333,101.45,0.036586,0.065528,0.117349,0.183561,0.388675,0.587914,0.902136,1.04317,1.204883,1.500392,1.619358
460,156,China,20617,Maoming,39,21.662659,110.923448,0.013058,0.028059,0.060278,0.129522,0.310455,0.653816,0.894699,1.038825,1.204716,1.469413,1.535253
461,862,Venezuela (Bolivarian Republic of),23227,Maracay,,10.24694,-67.59583,0.058421,0.106095,0.246365,0.4564,0.760429,0.930913,1.064983,1.134013,1.203227,1.339548,1.405252
462,694,Sierra Leone,22445,Freetown,,8.484,-13.22994,0.091554,0.119017,0.206216,0.363878,0.535242,0.69049,0.905221,1.043158,1.2019,1.605308,1.848562
463,840,USA,23106,Providence,,41.824037,-71.417702,0.703402,0.786939,0.936023,0.990473,1.0472,1.174953,1.191368,1.199662,1.19997,1.267072,1.321605
464,504,Morocco,21903,Tanger,,35.784722,-5.812778,0.099582,0.141842,0.182931,0.282725,0.422888,0.591417,0.830347,0.998623,1.197923,1.516954,1.63149
465,356,India,21336,Moradabad,,28.83333,78.78333,0.160481,0.189675,0.265609,0.339923,0.43636,0.626054,0.868873,1.022126,1.197,1.538742,1.712868
466,156,China,20610,Liuan,39,31.754268,116.498142,0.038936,0.058799,0.088783,0.134075,0.202447,0.349352,0.647552,0.882755,1.195907,1.610868,1.684004
467,156,China,23907,Tengzhou,38,35.084539,117.162387,0.002907,0.008106,0.022593,0.062989,0.175562,0.489466,0.772046,0.960102,1.189963,1.51435,1.582589
468,156,China,20800,Zhuzhou,39,27.83333,113.15,0.116105,0.157886,0.214684,0.291939,0.429858,0.819159,0.993453,1.085502,1.186912,1.394325,1.456487
469,643,Russian Federation,22327,Omsk,,55,73.4,0.444326,0.608363,0.82986,1.03215,1.143813,1.135729,1.153384,1.172471,1.182339,1.182721,1.185084
470,156,China,20794,"Zhenjiang, Jiangsu",39,32.202713,119.44894,0.19863,0.207858,0.23513,0.280172,0.328121,0.743392,0.943549,1.052373,1.173816,1.396568,1.458937
471,32,Argentina,20068,Mendoza,13,-32.89084,-68.82717,0.245797,0.328355,0.473447,0.608116,0.758832,0.838384,0.984602,1.075085,1.172619,1.320409,1.374585
472,156,China,20679,"Suzhou, Anhui",39,33.635918,116.974726,0.061111,0.087577,0.125493,0.179843,0.257705,0.453472,0.730907,0.926554,1.169932,1.506637,1.574635
473,156,China,23744,Liuyang,38,28.15,113.63333,0.009138,0.014615,0.023372,0.037381,0.059779,0.272284,0.574001,0.822364,1.169044,1.623837,1.697861
474,840,USA,23126,Salt Lake City,,40.7547,-111.892622,0.229804,0.351432,0.483435,0.676852,0.791758,0.89075,1.02482,1.099252,1.169022,1.283643,1.33919
475,156,China,23709,Ruian,38,27.780759,120.675519,0.006827,0.016452,0.039637,0.095521,0.230138,0.554605,0.813064,0.976009,1.168983,1.455506,1.520903
476,764,Thailand,22618,Chiang Mai,117,18.79038,98.98468,0.06314,0.065895,0.084105,0.10334,0.204537,0.406599,0.953125,1.067668,1.166978,1.318478,1.381438
477,398,Kazakhstan,21679,Astana,,51.1801,71.44598,0.062339,0.110239,0.182195,0.234913,0.283348,0.371156,0.664022,0.893771,1.165983,1.455796,1.548965
478,434,Libya,21782,Tarabulus (Tripoli),,32.87519,13.18746,0.105876,0.174229,0.398449,0.662099,0.862291,1.021648,1.095149,1.133863,1.165085,1.271508,1.33888
479,156,China,20483,Chifeng,38,42.264602,118.915236,0.111503,0.144133,0.186299,0.240817,0.345035,0.676772,0.894264,1.020948,1.164793,1.405977,1.468887
480,356,India,21417,Tiruchirappalli,,10.805,78.68556,0.29443,0.345575,0.455528,0.597195,0.72036,0.876322,1.012951,1.087049,1.164668,1.414515,1.574071
481,156,China,20459,Baoji,39,34.365118,107.200449,0.118254,0.162483,0.225916,0.316652,0.452286,0.637996,0.863145,1.003254,1.164665,1.4215,1.4852
482,643,Russian Federation,22351,Samara,,53.20006,50.15,0.658334,0.834775,1.054995,1.221493,1.243511,1.173459,1.164448,1.168499,1.163296,1.154175,1.156427
483,356,India,21196,Bhubaneswar,,20.23333,85.83333,0.015615,0.036139,0.097811,0.208727,0.394641,0.638,0.86806,1.00676,1.162886,1.481808,1.649409
484,484,Mexico,21851,Mérida,,20.96667,-89.61667,0.143224,0.208024,0.269249,0.45583,0.634156,0.809564,0.974501,1.064114,1.161475,1.341789,1.414707
485,156,China,23697,Puning,38,23.296655,116.164678,0.01542,0.022946,0.034141,0.050805,0.075593,0.646327,0.866357,1.003062,1.160045,1.412445,1.475718
486,156,China,20634,"Pingdingshan, Henan",39,33.74166,113.304003,0.005132,0.018191,0.064455,0.228456,0.430841,0.631708,0.857691,0.998084,1.159981,1.416811,1.480306
487,360,Indonesia,21452,Bogor,,-6.606481,106.801891,0.113018,0.148576,0.300265,0.534889,0.596429,0.75126,0.953444,1.051351,1.159719,1.402344,1.513281
488,156,China,20467,Benxi,38,41.28861,123.765,0.335531,0.411513,0.504674,0.618959,0.759083,0.857325,0.995086,1.072579,1.157413,1.34827,1.408311
